MAKE,MODEL,MYR,OL,OW,OH ,WB,CW ,A,B,C,D,E,F,G,TWF,TWR ,WDIST,YEAR,CATEGORY
ACURA,CSX 4DR SEDAN FWD /TECH PACKAGE,6,454,175,144,270,1300,94,45,36,76,110,92,93,150,151,61/39,2011,sedan
ACURA,RL 4DR SEDAN AWD /ELITE,9,497,185,146,280,1864,125,73,37,80,116,104,111,157,157,58/42,2011,sedan
ACURA,TL 4 DR SEDAN FWD/TECHNOLOGY,9,497,188,145,278,1682,134,62,34,81,117,105,115,160,161,61/39,2011,sedan
ACURA,TL 4 DR SEDAN SH-AWD/SH-AWD TECHNOLOGY,9,497,188,145,278,1801,134,62,34,81,117,105,115,160,161,59/41,2011,sedan
ACURA,TSX 4DR SEDAN FWD TECH PACKAGE/PREMIUM,9,473,184,144,271,1545,121,44,35,79,115,97,104,158,158,60/40,2011,sedan
ACURA,TSX 4DR SEDAN FWD V6,9,473,184,144,271,1672,121,44,35,79,115,97,104,158,158,60/40,2011,sedan
ASTON MARTIN,DB9 2DR COUPE RWD,4,470,188,127,274,1760,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157,156,50/50,2011,sedan
ASTON MARTIN,DB9 VOLANTE 2DR CONV RWD,5,470,188,127,274,1856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50/50,2011,sedan
ASTON MARTIN,DBS 2DR COUPE RWD,8,472,191,128,274,1695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
ASTON MARTIN,DBS VOLANTE 2DR CONV RWD,8,472,191,128,274,1810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
ASTON MARTIN,RAPIDE 4DR SEDAN RWD,11,502,193,136,299,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6,438,187,126,260,1630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157,159,N/A,2011,sedan
ASTON MARTIN,VANTAGE ROADSTER 2DR CONV RWD V8/V8 S,7,438,187,126,260,1710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157,159,N/A,2011,sedan
ASTON MARTIN,VIRAGE 2DR COUPE RWD,11,470,190,128,274,1785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159,158,50/50,2011,sedan
ASTON MARTIN,VIRAGE VOLANTE 2DR CONV RWD,11,470,190,129,274,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159,158,50/50,2011,sedan
AUDI,A3 4DR HATCH 2.0 T FWD/2.0 TDI,5,429,174,142,258,1390,104,137,34,77,100,88,83,152,148,60/40,2011,sedan
AUDI,A3 4DR HATCH 2.0T QUATTRO,5,429,174,142,258,1570,104,137,34,77,100,88,83,152,148,60/40,2011,sedan
AUDI,A4 4DR SEDAN 2.0T FWD,9,470,183,143,281,1480,124,50,36,79,106,88,103,155,154,55/45,2011,sedan
AUDI,A4 4DR SEDAN 2.0T QUATTRO,9,470,183,143,281,1530,124,50,36,79,106,88,103,155,154,55/45,2011,sedan
AUDI,A4 AVANT 2.0 TFSI 4DR AWD WAGON,9,470,183,143,281,1620,123,158,35,79,110,87,103,153,153,55/45,2011,sedan
AUDI,A5 2DR CABRIOLET 2.0T AWD,10,464,185,137,275,1565,124,48,33,77,111,88,101,157,157,52/48,2011,sedan
AUDI,A5 2DR COUPE 2.0T AWD,8,464,185,137,275,1525,124,48,33,77,111,88,101,157,157,52/48,2011,sedan
AUDI,A6 3.0 TFSI 4DR SEDAN AWD,5,492,186,146,284,1870,132,54,36,80,105,100,110,158,158,61/39,2011,sedan
AUDI,A6 4.2 4DR SEDAN AWD,5,492,186,146,284,1915,132,54,36,80,105,100,110,158,158,61/39,2011,sedan
AUDI,A6 4DR AVANT AWD WAGON 3.0,6,493,186,146,284,1870,130,164,37,79,107,100,110,156,158,56/44,2011,sedan
AUDI,A8 4DR SEDAN,10,512,195,146,299,1910,146,67,32,82,114,100,114,163,163,56/44,2011,sedan
AUDI,A8 L 4DR SEDAN,10,526,195,146,312,1960,146,67,32,82,114,100,114,163,163,56/44,2011,sedan
AUDI,R8 2DR 4.2 COUPE AWD,8,443,190,125,265,1560,101,56,30,72,107,100,78,163,159,44/56,2011,sedan
AUDI,R8 2DR 5.2 COUPE AWD,8,443,190,125,265,1620,101,56,30,72,107,100,78,163,159,44/56,2011,sedan
AUDI,R8 2DR CONV,10,443,190,125,265,1795,109,159,N/A,73,115,99,79,164,160,44/56,2011,sedan
AUDI,S4 4DR SEDAN AWD,9,470,183,143,281,1530,124,50,36,79,106,88,103,155,154,55/45,2011,sedan
AUDI,S5 2DR CABRIOLET AWD,10,464,185,137,275,1695,124,49,33,77,111,89,102,157,155,51/49,2011,sedan
AUDI,S5 2DR COUPE AWD,8,464,185,137,275,1875,124,49,33,77,111,89,102,157,155,51/49,2011,sedan
AUDI,S6 4DR SEDAN AWD,7,492,186,145,284,2035,128,53,36,79,107,101,108,158,157,58/42,2011,sedan
AUDI,TT 2DR COUPE 2.0 TFSI QUATTRO/S-LINE,7,419,184,134,247,1345,122,45,28,80,113,90,82,156,155,61/39,2011,sedan
AUDI,TT ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO/,7,419,184,134,247,1420,122,N/A,28,80,N/A,90,82,156,155,61/39,2011,sedan
AUDI,TTS 2DR COUPE,7,420,184,135,246,1460,108,40,27,78,111,91,82,156,153,61/39,2011,sedan
AUDI,TTS ROADSTER 2DR CONVERTIBLE,7,420,184,135,246,1495,108,N/A,27,78,N/A,91,82,156,153,61/39,2011,sedan
BENTLEY,AZURE T 2DR CONVERTIBLE RWD,7,541,213,149,312,2695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
BENTLEY,BROOKLANDS 2 DR COUPE RWD,8,541,208,147,312,2655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
BENTLEY,CONTINENTAL FLYING SPUR 4DR SEDAN AWD,6,529,198,140,275,2525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,161,N/A,2011,sedan
BENTLEY,CONTINENTAL GT 2DR COUPE AWD,11,481,194,140,'27,2320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52/48,2011,sedan
BENTLEY,CONTINENTAL GTC/SPEED 2DR CONV AWD,7,480,193,140,275,2565,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,161,N/A,2011,sedan
BENTLEY,CONTINENTAL SUPERSPORTS 2DR CONV AWD,4,481,195,139,275,2395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52/48,2011,sedan
BENTLEY,CONTINENTAL SUPERSPORTS 2DR COUPE AWD,4,481,195,139,275,2240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52/48,2011,sedan
BENTLEY,MULSANNE 4DR SEDAN RWD,11,558,193,152,327,2585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,165,52/48,2011,sedan
BMW,1 SERIES 128i 2DR COUPE RWD,8,437,175,141,266,1478,124,50,35,80,107,77,96,146,148,52/48,2011,sedan
BMW,1 SERIES 135i 2DR COUPE RWD,8,437,175,141,266,1533,124,50,35,80,107,77,96,146,148,52/48,2011,sedan
BMW,1 SERIES CABRIOLET 128i 2DR CONV RWD,8,437,175,141,266,1585,122,61,35,80,N/A,76,95,147,149,52/48,2011,sedan
BMW,1 SERIES CABRIOLET 135i 2DR CONV RWD,8,437,175,141,266,1660,122,61,35,80,N/A,76,95,147,149,52/48,2011,sedan
BMW,3 SERIES 323i/328i 4DR SEDAN RWD,6,453,182,142,276,1525,125,47,37,78,102,77,100,150,151,50/50,2011,sedan
BMW,3 SERIES 328i XDRIVE 4DR SEDAN AWD,6,453,182,142,276,1635,125,47,37,78,102,77,100,150,151,50/50,2011,sedan
BMW,3 SERIES 335D 4DR SEDAN RWD,6,453,182,142,276,1735,125,47,37,78,102,77,100,150,151,50/50,2011,sedan
BMW,3 SERIES 335i 4DR SEDAN RWD,6,453,182,142,276,1630,125,47,37,78,102,77,100,150,151,50/50,2011,sedan
BMW,3 SERIES 335i XDRIVE 4DR SEDAN AWD,6,453,182,142,276,1730,125,47,37,78,102,77,100,150,151,50/50,2011,sedan
BMW,3 SERIES CABRIOLET 328i RWD,9,459,178,138,276,1720,126,64,34,79,107,78,105,150,150,47/53,2011,sedan
BMW,3 SERIES CABRIOLET 335i/335is RWD,9,459,178,138,276,1815,126,64,34,79,107,78,105,150,150,47/53,2011,sedan
BMW,3 SERIES COUPE 328i RWD,7,459,178,138,276,1520,127,50,35,78,105,77,105,150,149,50/50,2011,sedan
BMW,3 SERIES COUPE 328i XDRIVE AWD,7,459,178,138,276,1625,127,50,35,78,105,77,105,150,149,50/50,2011,sedan
BMW,3 SERIES COUPE 335i XDRIVE AWD,7,459,178,138,276,1705,126,67,34,78,121,78,106,149,150,50/50,2011,sedan
BMW,3 SERIES COUPE 335i/335is RWD,7,459,178,138,276,1620,126,67,34,78,121,78,106,149,150,50/50,2011,sedan
BMW,3 SERIES TOURING 328i XDRIVE 4DR WAGON AWD,6,453,182,142,276,1710,125,156,37,78,100,77,100,150,151,50/50,2011,sedan
BMW,5 SERIES 528i 4 DR SEDAN RWD,11,490,186,146,297,1720,148,55,38,81,111,83,110,160,163,51/49,2011,sedan
BMW,5 SERIES 535i 4 DR SEDAN RWD,11,490,186,146,297,1845,148,55,38,81,111,83,110,160,163,51/49,2011,sedan
BMW,5 SERIES 535i xDrive 4 DR SEDAN AWD,11,490,186,146,297,1920,148,55,38,81,111,83,110,160,163,51/49,2011,sedan
BMW,5 SERIES 535xDrive Gran Turismo 4DR SEDAN AWD,10,500,190,156,307,2295,141,150,38,84,123,84,109,161,165,49/51,2011,sedan
BMW,5 SERIES 550i 4 DR SEDAN RWD,11,490,186,146,297,1980,148,55,38,81,111,83,110,160,163,51/49,2011,sedan
BMW,5 SERIES 550i xDrive 4 DR SEDAN AWD,11,490,186,146,297,2050,148,55,38,81,111,83,110,160,163,51/49,2011,sedan
BMW,5 SERIES 550xDrive Gran Turismo 4DR SEDAN AWD,10,500,190,156,307,2135,141,150,38,84,123,84,109,161,165,49/51,2011,sedan
BMW,6 SERIES 650i 2DR COUPE RWD,9,483,190,148,278,1730,279,106,N/A,N/A,N/A,95,109,155,159,52/48,2011,sedan
BMW,6 SERIES CABRIOLET 650i 2DR RWD,9,483,190,148,278,1940,279,106,33,79,120,95,109,155,159,50/50,2011,sedan
BMW,7 SERIES 750i XDRIVE 4DR SEDAN AWD,9,507,190,148,307,2140,139,60,38,81,112,87,114,161,163,50/50,2011,sedan
BMW,7 SERIES 750Li XDRIVE 4DR SEDAN AWD,9,521,190,148,321,2205,139,60,38,81,112,87,114,161,163,50/50,2011,sedan
BMW,7 SERIES 760Li 4DR SEDAN RWD,9,521,190,148,321,2280,139,60,38,81,112,87,114,161,163,50/50,2011,sedan
BMW,7 SERIES ACTIVE HYBRID 4DR SEDAN RWD,9,517,190,149,312,N/A,139,60,38,81,112,90,114,161,163,52/48,2011,sedan
BMW,M3 2DR CONV RWD,8,462,180,138,276,1880,130,51,36,79,106,81,105,154,153,50/50,2011,sedan
BMW,M3 2DR COUPE RWD,8,462,180,140,276,1680,130,51,36,79,106,81,105,154,153,50/50,2011,sedan
BMW,M3 4DR SEDAN RWD,8,458,182,140,276,1690,130,47,36,78,108,82,101,153,152,50/50,2011,sedan
BMW,Z4 sDRIVE30i 2DR CONV RWD,9,424,179,129,250,1470,156,73,24,74,125,86,89,151,156,50/50,2011,sedan
BMW,Z4 sDRIVE35i/35is 2DR CONV RWD,9,424,179,129,250,1590,156,73,24,74,125,86,89,151,156,50/50,2011,sedan
BUICK,LACROSSE 4DR SEDAN CX FWD,9,500,186,150,284,1732,116,52,33,86,111,102,114,156,157,58/42,2011,sedan
BUICK,LACROSSE 4DR SEDAN CXL AWD,9,500,186,150,284,1904,116,52,33,86,111,102,114,156,157,57/43,2011,sedan
BUICK,LACROSSE 4DR SEDAN CXL/CXS FWD,9,500,186,150,284,1822,116,52,33,86,111,102,114,156,157,57/43,2011,sedan
BUICK,LUCERNE 4DR SEDAN FWD CX/CXL,6,516,187,147,293,1707,130,70,34,81,106,109,115,159,159,62/38,2011,sedan
BUICK,LUCERNE 4DR SEDAN FWD SUPER,6,516,187,147,293,1813,130,70,34,81,106,109,115,159,159,62/38,2011,sedan
BUICK,REGAL 4DR SEDAN CXL/CXL TURBO,10,484,186,148,274,1633,135,62,31,83,115,102,108,159,159,58/42,2011,sedan
CADILLAC,CTS 2 DR COUPE AWD 3.6 4,11,479,188,142,288,1874,141,60,30,86,110,87,104,158,160,54/46,2011,sedan
CADILLAC,CTS 2 DR COUPE RWD 3.6,11,479,188,142,288,1773,141,60,30,86,110,87,104,158,160,53/47,2011,sedan
CADILLAC,CTS 4DR SEDAN AWD 3.0 4/3.6 4,8,487,184,147,288,1868,129,54,33,82,109,86,113,155,158,51/49,2011,sedan
CADILLAC,CTS 4DR SEDAN RWD 3.0/3.6,8,487,184,147,288,1751,129,54,33,82,109,86,113,155,158,52/48,2011,sedan
CADILLAC,CTS 4DR SPORTWAGON AWD 3.0 4/3.6 4,10,486,184,150,288,1915,141,168,30,84,111,86,112,157,157,51/49,2011,sedan
CADILLAC,CTS 4DR SPORTWAGON RWD 3.0/3.6,10,486,184,150,288,1828,141,168,30,84,111,86,112,157,157,52/48,2011,sedan
CADILLAC,CTS-V 2 DR COUPE RWD,11,479,188,142,288,1907,141,60,30,86,110,87,104,157,160,54/46,2011,sedan
CADILLAC,CTS-V 4DR SEDAN RWD,8,487,184,147,288,1905,129,54,33,82,109,86,113,155,158,52/48,2011,sedan
CADILLAC,CTS-V 4DR SPORTWAGON RWD,10,486,184,150,288,1909,141,168,30,84,111,86,112,157,157,54/46,2011,sedan
CADILLAC,DTS 4DR SEDAN FWD,6,527,190,146,293,1818,137,80,37,79,116,109,126,160,159,61/39,2011,sedan
CADILLAC,STS 4DR SEDAN AWD 3.6 4,5,499,184,146,295,1871,129,52,35,79,114,92,112,157,158,52/48,2011,sedan
CADILLAC,STS 4DR SEDAN RWD 3.6,5,499,184,146,295,1802,129,52,35,79,114,92,112,157,158,52/48,2011,sedan
CHEVROLET,AVEO 4DR SEDAN FWD /LS/LT,7,431,171,151,248,1170,96,47,37,78,98,85,100,144,143,61/39,2011,sedan
CHEVROLET,AVEO5 4DR HATCH FWD /LS/LT,9,392,168,151,248,1160,96,118,39,73,98,84,60,145,143,62/38,2011,sedan
CHEVROLET,CAMARO 2DR COUPE RWD LS/LT,9,484,192,138,285,1700,140,61,27,81,115,92,107,162,163,52/48,2011,sedan
CHEVROLET,CAMARO 2DR COUPE RWD SS,9,484,192,138,285,1755,140,61,27,81,115,92,107,162,162,52/48,2011,sedan
CHEVROLET,CAMARO CONVERTIBLE RWD LS/LT,11,484,192,138,285,1701,151,68,N/A,81,131,92,107,162,162,52/48,2011,sedan
CHEVROLET,CAMARO CONVERTIBLE RWD SS,11,484,192,138,285,1751,151,68,N/A,81,131,92,107,162,162,52/48,2011,sedan
CHEVROLET,CORVETTE 2DR CONVERTIBLE RWD,5,444,184,125,269,1461,148,31,28,75,103,90,85,157,155,52/48,2011,sedan
CHEVROLET,CORVETTE COUPE 2DR RWD,5,444,184,125,269,1455,148,31,28,75,103,90,85,157,155,52/48,2011,sedan
CHEVROLET,CORVETTE GRANDSPORT CONV 2DR RWD,6,446,193,125,269,1492,150,30,28,74,101,92,85,162,161,51/49,2011,sedan
CHEVROLET,CORVETTE GRANDSPORT COUPE 2DR RWD,6,446,193,125,269,1512,150,30,28,74,101,92,85,162,161,51/49,2011,sedan
CHEVROLET,CORVETTE Z06 COUPE 2DR RWD,6,446,193,125,269,1440,150,30,28,74,101,92,85,162,161,50/50,2011,sedan
CHEVROLET,CORVETTE ZR1 COUPE 2DR RWD,9,447,193,124,269,1512,151,30,28,74,101,93,85,162,161,51/49,2011,sedan
CHEVROLET,CRUZE 4DR SEDAN LS/LT/LTZ/ECO,10,461,180,148,268,1407,129,53,33,80,110,97,96,153,155,61/39,2011,sedan
CHEVROLET,HHR LS/LT 4DR WAGON,6,448,176,166,263,1431,118,170,35,77,105,93,93,150,149,57/43,2011,sedan
CHEVROLET,IMPALA 4DR SEDAN FWD LS/LT,6,509,185,149,281,1613,128,65,38,78,109,110,120,157,158,61/39,2011,sedan
CHEVROLET,IMPALA 4DR SEDAN FWD LTZ,6,509,185,149,281,1655,128,65,38,78,109,110,120,157,158,61/39,2011,sedan
CHEVROLET,MALIBU 4DR SEDAN FWD I-4 LS/LT/LTZ,8,487,179,145,285,1549,116,55,33,81,108,99,103,152,153,59/41,2011,sedan
CHEVROLET,MALIBU 4DR SEDAN FWD V6 LT/LTZ,8,487,179,145,285,1655,116,55,33,81,108,99,103,152,153,59/41,2011,sedan
CHEVROLET,VOLT 4DR HATCHBACK,11,450,179,143,269,1704,119,67,33,82,110,99,81,155,157,61/39,2011,sedan
CHRYSLER,200 4DR SEDAN TOURING,11,487,184,139,277,1614,131,60,36,80,106,105,104,157,159,60/40,2011,sedan
CHRYSLER,200 CONVERTIBLE,11,495,184,N/A,277,N/A,132,93,N/A,85,108,105,113,157,159,62/38,2011,sedan
CHRYSLER,300 4DR SEDAN 300C AWD,11,505,191,149,305,2047,139,63,34,89,118,92,108,163,162,54/46,2011,sedan
CHRYSLER,300 4DR SEDAN 300C RWD,11,505,191,149,305,1937,139,63,34,89,118,92,108,163,162,54/46,2011,sedan
CHRYSLER,300 4DR SEDAN BASE/LIMITED,11,505,191,149,305,1797,139,63,34,89,118,92,108,163,162,54/46,2011,sedan
DODGE,AVENGER 4DR SEDAN CANADA VALUE PACKAGE/SXT/SX,11,489,185,148,277,1539,129,65,35,81,106,102,108,158,159,56/44,2011,sedan
DODGE,CALIBER 4DR HATCHBACK CANADA VALUE PACKAGE SE,7,441,175,153,264,1334,108,142,35,80,112,88,91,152,150,56/44,2011,sedan
DODGE,CALIBER 4DR HATCHBACK RUSH,7,441,175,153,264,1408,108,142,35,80,112,88,91,152,150,56/44,2011,sedan
DODGE,CHALLENGER 2DR COUPE RWD R/T/R/T CLASSIC,9,502,192,145,295,1852,137,84,30,85,119,95,112,160,162,56/44,2011,sedan
DODGE,CHALLENGER 2DR COUPE RWD SRT8 392,9,502,192,145,295,1887,137,84,30,85,119,95,112,160,162,56/44,2011,sedan
DODGE,CHALLENGER 2DR COUPE RWD SXT/SXT PLUS,9,502,192,145,295,1739,137,84,30,85,119,95,112,160,162,56/44,2011,sedan
DODGE,CHARGER 4DR SEDAN AWD R/T AWD,11,508,191,148,305,2018,139,71,34,84,117,92,110,161,162,56/44,2011,sedan
DODGE,CHARGER 4DR SEDAN RWD R/T/R/T ROAD AND TRACK,11,508,191,148,305,1929,139,71,34,84,117,92,110,161,162,56/44,2011,sedan
DODGE,CHARGER 4DR SEDAN RWD SE/SXT/SXT PLUS,11,508,191,148,305,1797,139,71,34,84,117,92,110,161,162,56/44,2011,sedan
FERRARI,458 ITALIA 2DR COUPE RWD,10,453,194,121,265,1380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42/58,2011,sedan
FERRARI,599 GTB FIORANO 2DR COUPE RWD,7,467,196,133,275,1688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
FERRARI,612 SCAGLIETTI 2DR COUPE RWD,4,491,196,134,294,1840,162,56,83,27,112,87,110,167,163,N/A,2011,sedan
FERRARI,CALIFORNIA 2DR COUPE RWD,9,456,190,131,267,1735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011,sedan
FIAT,500 2 DR HATCHBACK POP/SPORT/LOUNGE,11,355,163,152,230,1068,80,61,37,84,101,71,54,142,140,62/38,2011,sedan
FORD,CROWN VICTORIA POLICE INTERCEPTOR,3,538,199,144,290,1900,162,99,42,75,116,108,139,160,164,56/44,2011,sedan
FORD,E-150 ECONOLINE WAGON,8,550,202,209,351,2322,99,276,53,96,165,87,112,178,170,55/45,2011,sedan
FORD,E-350 SD ECONOLINE WAGON,8,550,202,212,351,2546,99,276,56,96,166,87,112,178,169,59/41,2011,sedan
FORD,E-350 SD ECONOLINE WAGON EXTENDED,8,600,202,212,351,2683,99,326,55,95,166,87,162,178,169,54/46,2011,sedan
FORD,FIESTA 4DR HATCH SE/SES,10,407,172,147,249,1160,100,121,34,77,103,86,72,147,147,59/41,2011,sedan
FORD,FIESTA 4DR SEDAN S/SE/SEL,10,441,172,147,249,1160,100,50,34,76,111,86,106,147,147,59/41,2011,sedan
FORD,FOCUS 2DR COUPE FWD  SE/SES,8,445,172,149,261,1190,106,49,38,82,99,89,93,147,146,61/39,2011,sedan
FORD,FOCUS 4DR SEDAN FWD S/SE/SES,8,445,172,149,261,1225,106,49,38,82,100,90,95,148,145,61/39,2011,sedan
FORD,FUSION S/SE/SEL 4CYL 4DR SEDAN,9,483,183,145,273,1490,122,59,35,78,110,101,110,156,155,60/40,2011,sedan
FORD,FUSION SEL AWD / SPORT / HYBRID 4DR SEDAN,9,483,183,145,273,1650,122,59,35,78,110,101,110,156,155,59/41,2011,sedan
FORD,FUSION SEL V6 4DR SEDAN,9,483,183,145,273,1563,122,59,35,78,110,101,110,156,155,60/40,2011,sedan
FORD,MUSTANG 2DR CONVERTIBLE RWD,10,478,188,142,272,1814,158,72,N/A,80,123,93,113,158,160,53/47,2011,sedan
FORD,MUSTANG 2DR COUPE RWD,10,478,188,142,272,1701,158,65,32,80,118,93,113,158,160,53/47,2011,sedan
FORD,MUSTANG GT 2DR CONVERTIBLE RWD,10,478,188,142,272,1687,158,72,N/A,80,123,93,113,158,160,53/47,2011,sedan
FORD,MUSTANG GT 2DR COUPE RWD,10,478,188,142,272,1634,158,65,32,80,118,93,113,158,160,53/47,2011,sedan
FORD,SHELBY GT500 4DR CONVERTIBLE RWD,10,478,188,144,272,1833,157,72,N/A,80,123,93,113,158,159,53/47,2011,sedan
FORD,SHELBY GT500 4DR COUPE RWD,10,478,188,144,272,1778,157,65,32,80,118,93,113,158,159,53/47,2011,sedan
FORD,TRANSIT-CONNECT XLT/WAGON - CARGO,10,460,180,201,292,1524,108,196,53,83,112,94,74,150,156,55/45,2011,sedan
HONDA,ACCORD 2DR COUPE EX/EX-L,8,485,185,143,274,1491,128,60,34,81,114,102,111,158,157,61/39,2011,sedan
HONDA,ACCORD 2DR COUPE EX-L V6,8,485,185,143,274,1566,128,60,34,81,114,102,111,158,157,62/38,2011,sedan
HONDA,ACCORD 4DR SEDAN EX/EX-L,8,493,185,148,280,1523,126,58,38,79,113,100,114,158,156,61/39,2011,sedan
HONDA,ACCORD 4DR SEDAN EX-V6/EX-L V6,8,494,185,148,280,1621,126,58,38,79,113,100,114,158,156,62/38,2011,sedan
HONDA,ACCORD 4DR SEDAN SE,8,493,185,148,280,1468,126,58,38,79,113,100,114,158,156,61/39,2011,sedan
HONDA,CIVIC 2DR COUPE FWD DX-G/SE,6,444,175,136,265,1178,89,61,33,77,108,87,92,150,151,60/40,2011,sedan
HONDA,CIVIC 2DR COUPE FWD EX-L,6,444,175,136,265,1226,89,61,33,77,108,87,92,150,151,60/40,2011,sedan
HONDA,CIVIC 2DR COUPE FWD Si,6,444,175,136,265,1310,89,61,33,77,108,87,92,150,151,60/40,2011,sedan
HONDA,CIVIC 4DR SEDAN FWD DX/DX-G/SE/EX-L,6,449,175,144,270,1199,89,45,39,76,111,87,93,148,151,60/40,2011,sedan
HONDA,CIVIC 4DR SEDAN Si,6,449,175,144,270,1345,89,45,39,76,111,87,93,148,151,60/40,2011,sedan
HONDA,CIVIC HYBRID 4DR SEDAN FWD,6,449,175,144,270,1304,89,45,39,76,111,87,93,148,151,60/40,2011,sedan
HONDA,CROSSTOUR EX-L AWD,10,500,190,167,281,1845,139,118,35,80,111,103,116,165,164,58/42,2011,sedan
HONDA,CROSSTOUR EX-L FWD,10,500,190,167,281,1755,139,118,35,80,111,103,116,165,164,58/42,2011,sedan
HONDA,CR-Z 2 DR HATCHBACK,11,408,174,139,244,1205,107,20,31,80,100,95,69,152,150,59/41,2011,sedan
HYUNDAI,ACCENT 2DR HATCHBACK L/GL/SPORT,6,405,170,170,250,1058,105,86,37,79,101,85,70,147,145,62/38,2011,sedan
HYUNDAI,ELANTRA TOURING 5DR HATCH FWD L,9,448,177,152,270,1332,107,160,35,80,101,89,90,153,154,60/40,2011,sedan
HYUNDAI,EQUUS 4 DR SEDAN SIGNATURE/ULTIMATE,11,516,189,149,305,2066,139,65,38,83,116,89,123,162,163,52/48,2011,sedan
HYUNDAI,GENESIS 2DR COUPE RWD 2.0T/2.0T PREMIUM/2.0T,9,463,186,138,282,1498,124,50,31,77,116,84,96,163,162,55/45,2011,sedan
HYUNDAI,GENESIS 2DR COUPE RWD 3.8/3.8 GT,9,463,186,138,282,1547,124,50,31,77,116,84,96,163,162,55/45,2011,sedan
HYUNDAI,GENESIS 4DR SEDAN RWD 3.8/3.8 PREMIUM/3.8 TEC,9,498,189,148,294,1739,126,57,38,83,119,86,116,161,162,52/48,2011,sedan
HYUNDAI,GENESIS 4DR SEDAN RWD 4.6,9,498,189,148,294,1817,126,57,38,83,119,86,116,161,162,52/48,2011,sedan
HYUNDAI,SONATA 4DR SEDAN 2.0T/2.0T LIMITED,10,482,184,147,280,1517,126,60,32,84,113,94,108,159,159,60/40,2011,sedan
HYUNDAI,SONATA 4DR SEDAN HYBRID STANDARD/LIMITED,10,482,184,147,280,1580,126,60,32,84,113,94,108,160,160,60/40,2011,sedan
INFINITI,G25/G37 4DR SEDAN G25/G37 M6 SPORT RWD,7,475,177,145,285,1602,122,52,36,79,106,82,110,152,152,53/47,2011,sedan
INFINITI,G25/G37 4DR SEDAN G25x AWD/G37x AWD,7,475,177,145,285,1680,122,52,36,79,106,82,110,152,153,55/45,2011,sedan
INFINITI,G37 2DR CABRIO,8,466,182,139,285,1864,140,69,32,80,108,85,96,154,160,52/48,2011,sedan
INFINITI,G37 2DR COUPE,8,465,182,141,285,1652,140,69,32,80,108,85,96,154,156,54/46,2011,sedan
INFINITI,G37 2DR COUPE G37x AWD,8,465,182,139,285,1745,140,69,32,80,108,85,96,154,156,56/44,2011,sedan
INFINITI,G37 2DR COUPE ISP COUPE,11,470,182,139,285,1652,143,69,32,81,108,88,96,154,156,54/46,2011,sedan
INFINITI,M37 4DR SEDAN,11,495,185,150,290,1750,140,55,37,82,116,90,115,158,157,54/46,2011,sedan
INFINITI,M37/M56 4DR SEDAN M37x AWD/M37 SPORT/M56,11,495,185,150,290,1827,140,55,37,82,116,90,115,158,157,54/46,2011,sedan
INFINITI,M56 4DR SEDAN M56x AWD/M56 SPORT,11,495,185,150,290,1881,140,55,37,82,116,90,115,158,157,54/46,2011,sedan
JAGUAR,XFR SUPERCHARGED 4DR SEDAN RWD,8,496,182,146,291,1890,129,55,34,84,113,91,115,155,159,53/47,2011,sedan
JAGUAR,XJ 4DR SEDAN RWD,10,512,189,145,303,1755,145,61,33,83,119,89,120,163,163,51/49,2011,sedan
JAGUAR,XJ 4DR SEDAN SUPERSPORT,10,512,189,145,303,1892,145,61,33,83,119,89,120,163,163,51/49,2011,sedan
JAGUAR,XJ-L 4DR SEDAN RWD,10,525,189,145,316,1773,145,61,33,83,119,89,120,163,163,51/49,2011,sedan
JAGUAR,XJ-L 4DR SEDAN SUPERCHARGED,10,525,189,145,316,1915,145,61,33,83,119,89,120,163,163,51/49,2011,sedan
